!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  MKO filter system
!
!        Teff    Logg   [M/H]   [a/H]             J           H          Ks          L'          M'
      6100.00    5.00    0.00    0.20       -39.717     -39.975     -40.012     -40.023     -40.005
      6100.00    5.00   -0.50    0.20       -39.691     -39.963     -40.002     -40.018     -40.011
      6100.00    5.00   -1.00    0.40       -39.672     -39.948     -39.989     -40.013     -40.019
      6100.00    5.00   -1.50    0.40       -39.654     -39.934     -39.978     -40.006     -40.016
      6100.00    5.00   -2.00    0.40       -39.635     -39.917     -39.963     -40.000     -40.014
      6100.00    5.00   -2.50    0.40       -39.619     -39.905     -39.953     -39.992     -40.007
      6100.00    5.50    0.00    0.00       -39.720     -39.983     -40.020     -40.029     -40.011
      6100.00    5.50    0.00    0.20       -39.721     -39.980     -40.017     -40.027     -40.008
      6100.00    5.50   -0.50    0.20       -39.696     -39.966     -40.005     -40.024     -40.018
      6100.00    5.50   -1.00    0.40       -39.676     -39.947     -39.990     -40.020     -40.028
      6100.00    6.00   -0.50    0.20       -39.702     -39.966     -40.007     -40.032     -40.030
      6100.00    6.00   -1.00    0.40       -39.678     -39.945     -39.990     -40.024     -40.034
      6200.00    2.00    0.00    0.00       -39.722     -39.934     -39.975     -39.998     -40.006
      6200.00    2.50    0.00    0.00       -39.733     -39.956     -39.996     -40.011     -40.014
      6200.00    2.50   -1.00    0.40       -39.689     -39.934     -39.972     -39.990     -40.002
      6200.00    3.00    0.00    0.00       -39.738     -39.970     -40.009     -40.019     -40.017
      6200.00    3.00   -0.50    0.20       -39.716     -39.960     -39.997     -40.013     -40.008
      6200.00    3.50    0.00    0.00       -39.742     -39.981     -40.018     -40.025     -40.019
      6200.00    3.50   -0.50    0.20       -39.721     -39.970     -40.007     -40.023     -40.010
      6200.00    4.00    0.00    0.00       -39.745     -39.989     -40.024     -40.031     -40.023
      6200.00    4.00   -0.50    0.20       -39.725     -39.976     -40.013     -40.030     -40.024
      6200.00    4.50    0.00    0.00       -39.748     -39.996     -40.030     -40.037     -40.027
      6200.00    4.50   -0.50    0.20       -39.725     -39.983     -40.018     -40.032     -40.029
      6200.00    4.50   -1.00    0.40       -39.704     -39.972     -40.007     -40.023     -40.029
      6200.00    4.50   -2.00    0.40       -39.672     -39.946     -39.985     -40.012     -40.024
      6200.00    4.50   -2.50    0.40       -39.656     -39.935     -39.976     -40.004     -40.018
      6200.00    5.00    0.00    0.00       -39.752     -40.002     -40.035     -40.042     -40.030
      6200.00    5.00    0.00    0.20       -39.754     -40.000     -40.033     -40.041     -40.029
      6200.00    5.00   -0.50    0.20       -39.727     -39.986     -40.022     -40.037     -40.033
      6200.00    5.00   -1.00    0.40       -39.708     -39.972     -40.009     -40.031     -40.038
      6200.00    5.00   -1.50    0.40       -39.689     -39.958     -39.998     -40.024     -40.034
      6200.00    5.00   -2.00    0.40       -39.673     -39.944     -39.986     -40.018     -40.030
      6200.00    5.00   -2.50    0.40       -39.657     -39.932     -39.976     -40.010     -40.024
      6200.00    5.50    0.00    0.00       -39.756     -40.007     -40.041     -40.048     -40.033
      6200.00    5.50    0.00    0.20       -39.757     -40.004     -40.038     -40.045     -40.030
      6200.00    5.50   -0.50    0.20       -39.732     -39.989     -40.026     -40.043     -40.040
      6200.00    5.50   -1.00    0.40       -39.711     -39.971     -40.010     -40.038     -40.047
      6200.00    6.00   -0.50    0.20       -39.737     -39.990     -40.028     -40.050     -40.051
      6200.00    6.00   -1.00    0.40       -39.712     -39.969     -40.011     -40.043     -40.053
      6300.00    2.00    0.00    0.00       -39.755     -39.952     -39.990     -40.014     -40.023
      6300.00    2.00   -1.00    0.40       -39.715     -39.940     -39.974     -39.989     -40.000
      6300.00    2.50    0.00    0.00       -39.768     -39.976     -40.014     -40.028     -40.034
      6300.00    2.50   -1.00    0.40       -39.724     -39.956     -39.991     -40.005     -40.015
      6300.00    3.00    0.00    0.00       -39.773     -39.989     -40.026     -40.037     -40.040
      6300.00    3.00   -0.50    0.20       -39.752     -39.982     -40.017     -40.028     -40.025
      6300.00    3.50    0.00    0.00       -39.779     -40.005     -40.039     -40.043     -40.038
      6300.00    3.50   -0.50    0.20       -39.757     -39.992     -40.026     -40.039     -40.036
      6300.00    4.00    0.00    0.00       -39.781     -40.011     -40.044     -40.051     -40.048
      6300.00    4.00   -0.50    0.20       -39.760     -39.999     -40.033     -40.048     -40.044
      6300.00    4.50    0.00    0.00       -39.784     -40.020     -40.050     -40.054     -40.047
      6300.00    4.50   -0.50    0.20       -39.760     -40.006     -40.038     -40.049     -40.049
      6300.00    4.50   -1.00    0.40       -39.739     -39.994     -40.027     -40.040     -40.047
      6300.00    4.50   -2.00    0.40       -39.707     -39.971     -40.006     -40.029     -40.040
      6300.00    4.50   -2.50    0.40       -39.693     -39.961     -39.997     -40.022     -40.034
      6300.00    5.00    0.00    0.00       -39.787     -40.025     -40.056     -40.060     -40.051
      6300.00    5.00    0.00    0.20       -39.789     -40.023     -40.053     -40.059     -40.051
      6300.00    5.00   -0.50    0.20       -39.762     -40.009     -40.042     -40.055     -40.053
      6300.00    5.00   -1.00    0.40       -39.743     -39.995     -40.029     -40.048     -40.055
      6300.00    5.00   -1.50    0.40       -39.723     -39.983     -40.018     -40.040     -40.049
      6300.00    5.00   -2.00    0.40       -39.707     -39.969     -40.006     -40.034     -40.046
      6300.00    5.00   -2.50    0.40       -39.693     -39.959     -39.998     -40.027     -40.040
      6300.00    5.50    0.00    0.00       -39.792     -40.031     -40.062     -40.066     -40.055
      6300.00    5.50    0.00    0.20       -39.793     -40.028     -40.059     -40.064     -40.052
      6300.00    5.50   -0.50    0.20       -39.767     -40.013     -40.046     -40.061     -40.060
      6300.00    5.50   -1.00    0.40       -39.745     -39.994     -40.030     -40.056     -40.065
      6300.00    6.00   -0.50    0.20       -39.772     -40.011     -40.047     -40.070     -40.074
      6300.00    6.00   -1.00    0.40       -39.747     -39.993     -40.031     -40.060     -40.070
      6400.00    2.00    0.00    0.00       -39.786     -39.969     -40.003     -40.027     -40.038
      6400.00    2.00   -1.00    0.40       -39.751     -39.964     -39.995     -40.004     -40.011
      6400.00    2.50    0.00    0.00       -39.802     -39.996     -40.031     -40.044     -40.054
      6400.00    2.50   -1.00    0.40       -39.758     -39.978     -40.010     -40.019     -40.027
      6400.00    3.00    0.00    0.00       -39.807     -40.010     -40.045     -40.053     -40.059
      6400.00    3.00   -0.50    0.20       -39.787     -40.003     -40.036     -40.044     -40.044
      6400.00    3.50    0.00    0.00       -39.811     -40.019     -40.052     -40.063     -40.068
      6400.00    3.50   -0.50    0.20       -39.791     -40.013     -40.046     -40.055     -40.054
      6400.00    4.00    0.00    0.00       -39.816     -40.035     -40.065     -40.065     -40.062
      6400.00    4.00   -0.50    0.20       -39.794     -40.020     -40.052     -40.064     -40.063
      6400.00    4.50    0.00    0.00       -39.818     -40.042     -40.070     -40.071     -40.066
      6400.00    4.50   -0.50    0.20       -39.794     -40.028     -40.057     -40.066     -40.068
      6400.00    4.50   -1.00    0.40       -39.773     -40.016     -40.046     -40.057     -40.064
      6400.00    4.50   -2.00    0.40       -39.742     -39.994     -40.026     -40.045     -40.055
      6400.00    4.50   -2.50    0.40       -39.728     -39.985     -40.018     -40.038     -40.049
      6400.00    5.00    0.00    0.00       -39.822     -40.048     -40.076     -40.078     -40.072
      6400.00    5.00    0.00    0.20       -39.823     -40.045     -40.073     -40.077     -40.071
      6400.00    5.00   -0.50    0.20       -39.796     -40.032     -40.061     -40.072     -40.073
      6400.00    5.00   -1.00    0.40       -39.776     -40.018     -40.049     -40.065     -40.072
      6400.00    5.00   -1.50    0.40       -39.757     -40.006     -40.038     -40.057     -40.065
      6400.00    5.00   -2.00    0.40       -39.741     -39.993     -40.027     -40.051     -40.062
      6400.00    5.00   -2.50    0.40       -39.728     -39.983     -40.018     -40.044     -40.056
      6400.00    5.50    0.00    0.00       -39.826     -40.054     -40.082     -40.084     -40.076
      6400.00    5.50    0.00    0.20       -39.827     -40.051     -40.079     -40.082     -40.074
      6400.00    5.50   -0.50    0.20       -39.800     -40.035     -40.065     -40.078     -40.079
      6400.00    5.50   -1.00    0.40       -39.779     -40.017     -40.050     -40.073     -40.082
      6400.00    6.00   -0.50    0.20       -39.805     -40.034     -40.067     -40.088     -40.093
      6400.00    6.00   -1.00    0.40       -39.780     -40.016     -40.051     -40.078     -40.088
      6500.00    2.00    0.00    0.00       -39.815     -39.984     -40.013     -40.039     -40.050
      6500.00    2.50    0.00    0.00       -23.801     -24.820     -25.988     -28.181     -29.127
      6500.00    3.00    0.00    0.00       -39.841     -40.031     -40.063     -40.068     -40.075
      6500.00    3.00   -0.50    0.20       -39.821     -40.025     -40.056     -40.060     -40.057
      6500.00    3.50    0.00    0.00       -39.850     -40.050     -40.079     -40.075     -40.072
      6500.00    3.50   -0.50    0.20       -39.825     -40.035     -40.065     -40.071     -40.070
      6500.00    4.00    0.00    0.00       -39.850     -40.057     -40.085     -40.081     -40.079
      6500.00    4.00   -0.50    0.20       -39.828     -40.042     -40.072     -40.080     -40.080
      6500.00    4.50    0.00    0.00       -39.850     -40.061     -40.088     -40.090     -40.090
      6500.00    4.50   -0.50    0.20       -39.828     -40.049     -40.076     -40.083     -40.085
      6500.00    4.50   -1.00    0.40       -39.806     -40.037     -40.064     -40.073     -40.080
      6500.00    4.50   -2.00    0.40       -39.775     -40.016     -40.046     -40.061     -40.070
      6500.00    4.50   -2.50    0.40       -39.762     -40.007     -40.038     -40.054     -40.064
      6500.00    5.00    0.00    0.00       -39.855     -40.069     -40.095     -40.096     -40.093
      6500.00    5.00    0.00    0.20       -39.857     -40.067     -40.093     -40.095     -40.092
      6500.00    5.00   -0.50    0.20       -39.829     -40.054     -40.081     -40.089     -40.090
      6500.00    5.00   -1.00    0.40       -39.809     -40.040     -40.068     -40.082     -40.088
      6500.00    5.00   -1.50    0.40       -39.790     -40.028     -40.057     -40.073     -40.081
      6500.00    5.00   -2.00    0.40       -39.775     -40.016     -40.047     -40.067     -40.077
      6500.00    5.00   -2.50    0.40       -39.760     -40.006     -40.037     -40.060     -40.071
      6500.00    5.50    0.00    0.00       -39.859     -40.075     -40.101     -40.102     -40.097
      6500.00    5.50    0.00    0.20       -39.861     -40.073     -40.098     -40.101     -40.096
      6500.00    5.50   -0.50    0.20       -39.833     -40.058     -40.085     -40.095     -40.097
      6500.00    5.50   -1.00    0.40       -39.812     -40.039     -40.070     -40.090     -40.098
      6500.00    6.00   -0.50    0.20       -39.838     -40.056     -40.086     -40.106     -40.112
      6500.00    6.00   -1.00    0.40       -39.812     -40.038     -40.070     -40.095     -40.105
      6600.00    2.00    0.00    0.00       -23.801     -24.820     -25.988     -28.181     -29.127
      6600.00    2.50    0.00    0.00       -39.867     -40.029     -40.063     -40.078     -40.091
      6600.00    3.00    0.00    0.00       -39.874     -40.049     -40.082     -40.088     -40.097
      6600.00    3.00   -0.50    0.20       -39.854     -40.046     -40.075     -40.074     -40.071
      6600.00    3.50    0.00    0.00       -39.882     -40.070     -40.097     -40.088     -40.086
      6600.00    3.50   -0.50    0.20       -39.858     -40.055     -40.084     -40.085     -40.085
      6600.00    4.00    0.00    0.00       -39.881     -40.072     -40.099     -40.101     -40.106
      6600.00    4.00   -0.50    0.20       -39.860     -40.062     -40.090     -40.096     -40.096
      6600.00    4.50    0.00    0.00       -39.883     -40.082     -40.106     -40.106     -40.109
      6600.00    4.50   -0.50    0.20       -39.860     -40.070     -40.095     -40.099     -40.102
      6600.00    4.50   -1.00    0.40       -39.839     -40.058     -40.083     -40.089     -40.096
      6600.00    4.50   -2.00    0.40       -39.808     -40.038     -40.065     -40.076     -40.084
      6600.00    4.50   -2.50    0.40       -39.797     -40.031     -40.058     -40.071     -40.080
      6600.00    5.00    0.00    0.00       -39.887     -40.090     -40.114     -40.113     -40.112
      6600.00    5.00    0.00    0.20       -39.890     -40.088     -40.112     -40.113     -40.113
      6600.00    5.00   -0.50    0.20       -39.862     -40.075     -40.100     -40.105     -40.106
      6600.00    5.00   -1.00    0.40       -39.840     -40.062     -40.087     -40.096     -40.101
      6600.00    5.00   -1.50    0.40       -39.823     -40.050     -40.076     -40.089     -40.096
      6600.00    5.00   -2.00    0.40       -39.808     -40.039     -40.066     -40.083     -40.091
      6600.00    5.00   -2.50    0.40       -39.792     -40.028     -40.057     -40.075     -40.085
      6600.00    5.50    0.00    0.00       -39.892     -40.097     -40.120     -40.119     -40.116
      6600.00    5.50    0.00    0.20       -39.893     -40.095     -40.118     -40.118     -40.115
      6600.00    5.50   -0.50    0.20       -39.865     -40.079     -40.104     -40.112     -40.114
      6600.00    5.50   -1.00    0.40       -39.843     -40.062     -40.089     -40.106     -40.113
      6600.00    6.00   -0.50    0.20       -39.869     -40.078     -40.105     -40.123     -40.129
      6600.00    6.00   -1.00    0.40       -39.844     -40.060     -40.089     -40.112     -40.122
      6700.00    2.50    0.00    0.00       -39.916     -40.073     -40.121     -40.099     -40.108
      6700.00    2.50   -1.00    0.40       -39.859     -40.044     -40.069     -40.062     -40.061
      6700.00    3.00    0.00    0.00       -39.905     -40.069     -40.099     -40.103     -40.113
      6700.00    3.00   -0.50    0.20       -39.887     -40.068     -40.094     -40.088     -40.080
      6700.00    3.50    0.00    0.00       -39.908     -40.081     -40.107     -40.108     -40.115
      6700.00    3.50   -0.50    0.20       -39.890     -40.076     -40.102     -40.099     -40.096
      6700.00    4.00    0.00    0.00       -39.916     -40.100     -40.123     -40.111     -40.109
      6700.00    4.00   -0.50    0.20       -39.892     -40.083     -40.109     -40.111     -40.110
      6700.00    4.50    0.00    0.00       -39.914     -40.099     -40.122     -40.124     -40.128
      6700.00    4.50   -0.50    0.20       -39.892     -40.091     -40.113     -40.114     -40.117
      6700.00    4.50   -1.00    0.40       -39.870     -40.078     -40.101     -40.105     -40.111
      6700.00    4.50   -2.00    0.40       -39.840     -40.061     -40.084     -40.091     -40.098
      6700.00    4.50   -2.50    0.40       -39.830     -40.054     -40.077     -40.086     -40.094
      6700.00    5.00    0.00    0.00       -39.919     -40.111     -40.132     -40.129     -40.128
      6700.00    5.00    0.00    0.20       -39.921     -40.108     -40.130     -40.130     -40.131
      6700.00    5.00   -0.50    0.20       -39.893     -40.097     -40.118     -40.120     -40.121
      6700.00    5.00   -1.00    0.40       -39.873     -40.084     -40.107     -40.113     -40.116
      6700.00    5.00   -1.50    0.40       -39.854     -40.072     -40.095     -40.104     -40.110
      6700.00    5.00   -2.00    0.40       -39.840     -40.061     -40.085     -40.098     -40.106
      6700.00    5.00   -2.50    0.40       -39.826     -40.052     -40.077     -40.091     -40.100
      6700.00    5.50    0.00    0.00       -39.923     -40.117     -40.138     -40.137     -40.136
      6700.00    5.50    0.00    0.20       -39.925     -40.115     -40.136     -40.136     -40.135
      6700.00    5.50   -0.50    0.20       -39.896     -40.101     -40.122     -40.128     -40.130
      6700.00    5.50   -1.00    0.40       -39.875     -40.084     -40.108     -40.122     -40.128
      6700.00    6.00   -0.50    0.20       -39.900     -40.100     -40.124     -40.139     -40.145
      6700.00    6.00   -1.00    0.40       -39.875     -40.083     -40.109     -40.128     -40.137
      6800.00    2.00   -1.00    0.40       -39.890     -40.054     -40.077     -40.069     -40.062
      6800.00    3.00    0.00    0.00       -39.935     -40.087     -40.114     -40.117     -40.127
      6800.00    3.00   -0.50    0.20       -39.934     -40.097     -40.121     -40.110     -40.096
      6800.00    3.50    0.00    0.00       -39.938     -40.099     -40.124     -40.124     -40.130
      6800.00    3.50   -0.50    0.20       -39.921     -40.097     -40.120     -40.113     -40.108
      6800.00    4.00    0.00    0.00       -39.947     -40.120     -40.141     -40.126     -40.123
      6800.00    4.00   -0.50    0.20       -39.923     -40.103     -40.126     -40.124     -40.123
      6800.00    4.50    0.00    0.00       -39.945     -40.119     -40.140     -40.139     -40.143
      6800.00    4.50   -0.50    0.20       -39.923     -40.110     -40.131     -40.129     -40.131
      6800.00    4.50   -1.00    0.40       -39.901     -40.097     -40.118     -40.120     -40.125
      6800.00    4.50   -2.00    0.40       -39.872     -40.081     -40.102     -40.106     -40.112
      6800.00    4.50   -2.50    0.40       -39.862     -40.076     -40.096     -40.100     -40.106
      6800.00    5.00    0.00    0.00       -39.949     -40.128     -40.148     -40.147     -40.150
      6800.00    5.00    0.00    0.20       -39.952     -40.127     -40.148     -40.147     -40.150
      6800.00    5.00   -0.50    0.20       -39.924     -40.117     -40.136     -40.136     -40.138
      6800.00    5.00   -1.00    0.40       -39.904     -40.105     -40.125     -40.127     -40.130
      6800.00    5.00   -1.50    0.40       -39.885     -40.092     -40.113     -40.120     -40.126
      6800.00    5.00   -2.00    0.40       -39.872     -40.082     -40.104     -40.114     -40.121
      6800.00    5.00   -2.50    0.40       -39.859     -40.074     -40.096     -40.107     -40.115
      6800.00    5.50    0.00    0.00       -39.954     -40.137     -40.157     -40.153     -40.152
      6800.00    5.50    0.00    0.20       -39.955     -40.135     -40.154     -40.153     -40.152
      6800.00    5.50   -0.50    0.20       -39.927     -40.121     -40.140     -40.145     -40.147
      6800.00    5.50   -1.00    0.40       -39.905     -40.105     -40.126     -40.137     -40.143
      6800.00    6.00   -0.50    0.20       -39.930     -40.121     -40.142     -40.155     -40.160
      6800.00    6.00   -1.00    0.40       -39.905     -40.105     -40.127     -40.144     -40.152
      6900.00    2.50    0.00    0.00       -40.035     -40.174     -40.287     -40.165     -40.100
      6900.00    2.50   -1.00    0.40       -39.925     -40.089     -40.107     -40.088     -40.084
      6900.00    3.00    0.00    0.00       -39.970     -40.112     -40.140     -40.127     -40.130
      6900.00    3.00   -0.50    0.20       -39.952     -40.111     -40.133     -40.118     -40.101
      6900.00    3.50    0.00    0.00       -39.979     -40.132     -40.154     -40.131     -40.125
      6900.00    3.50   -0.50    0.20       -39.952     -40.118     -40.139     -40.127     -40.118
      6900.00    4.00    0.00    0.00       -39.971     -40.127     -40.148     -40.148     -40.154
      6900.00    4.00   -0.50    0.20       -39.954     -40.122     -40.145     -40.139     -40.135
      6900.00    4.50    0.00    0.00       -39.974     -40.137     -40.155     -40.156     -40.161
      6900.00    4.50   -0.50    0.20       -39.953     -40.130     -40.149     -40.144     -40.145
      6900.00    4.50   -1.00    0.40       -39.930     -40.116     -40.135     -40.134     -40.139
      6900.00    4.50   -2.00    0.40       -39.904     -40.101     -40.120     -40.121     -40.126
      6900.00    4.50   -2.50    0.40       -39.896     -40.097     -40.116     -40.116     -40.122
      6900.00    5.00    0.00    0.00       -39.978     -40.148     -40.165     -40.162     -40.165
      6900.00    5.00    0.00    0.20       -39.982     -40.147     -40.165     -40.163     -40.166
      6900.00    5.00   -0.50    0.20       -39.954     -40.137     -40.154     -40.151     -40.152
      6900.00    5.00   -1.00    0.40       -39.933     -40.125     -40.142     -40.140     -40.142
      6900.00    5.00   -1.50    0.40       -39.915     -40.112     -40.130     -40.135     -40.140
      6900.00    5.00   -2.00    0.40       -39.903     -40.104     -40.123     -40.129     -40.134
      6900.00    5.00   -2.50    0.40       -39.892     -40.097     -40.116     -40.122     -40.129
      6900.00    5.50    0.00    0.00       -39.984     -40.160     -40.176     -40.168     -40.165
      6900.00    5.50    0.00    0.20       -39.985     -40.156     -40.172     -40.168     -40.168
      6900.00    5.50   -0.50    0.20       -39.957     -40.141     -40.159     -40.160     -40.162
      6900.00    5.50   -1.00    0.40       -39.934     -40.126     -40.144     -40.151     -40.156
      6900.00    6.00   -0.50    0.20       -39.959     -40.142     -40.161     -40.170     -40.174
      6900.00    6.00   -1.00    0.40       -39.934     -40.125     -40.145     -40.160     -40.167
      7000.00    2.50   -1.00    0.40       -39.959     -40.111     -40.128     -40.105     -40.098
      7000.00    3.00    0.00    0.00       -40.001     -40.132     -40.159     -40.141     -40.144
      7000.00    3.00   -0.50    0.20       -39.979     -40.130     -40.146     -40.121     -40.113
      7000.00    3.50    0.00    0.00       -40.000     -40.139     -40.162     -40.151     -40.155
      7000.00    3.50   -0.50    0.20       -39.985     -40.144     -40.158     -40.132     -40.126
      7000.00    4.00    0.00    0.00       -40.000     -40.146     -40.164     -40.162     -40.168
      7000.00    4.00   -0.50    0.20       -39.987     -40.155     -40.167     -40.141     -40.134
      7000.00    4.50    0.00    0.00       -40.003     -40.158     -40.173     -40.168     -40.172
      7000.00    4.50   -0.50    0.20       -39.981     -40.149     -40.165     -40.155     -40.156
      7000.00    4.50   -1.00    0.40       -39.961     -40.143     -40.157     -40.142     -40.140
      7000.00    4.50   -2.00    0.40       -39.936     -40.122     -40.139     -40.135     -40.138
      7000.00    4.50   -2.50    0.40       -39.930     -40.119     -40.135     -40.132     -40.136
      7000.00    5.00    0.00    0.00       -40.011     -40.173     -40.188     -40.175     -40.172
      7000.00    5.00    0.00    0.20       -40.011     -40.167     -40.184     -40.178     -40.179
      7000.00    5.00   -0.50    0.20       -39.983     -40.157     -40.171     -40.163     -40.163
      7000.00    5.00   -1.00    0.40       -39.963     -40.146     -40.161     -40.154     -40.154
      7000.00    5.00   -1.50    0.40       -39.945     -40.131     -40.147     -40.150     -40.155
      7000.00    5.00   -2.00    0.40       -39.934     -40.125     -40.141     -40.143     -40.148
      7000.00    5.00   -2.50    0.40       -39.924     -40.119     -40.135     -40.138     -40.143
      7000.00    5.50    0.00    0.00       -40.015     -40.180     -40.194     -40.184     -40.181
      7000.00    5.50    0.00    0.20       -40.014     -40.176     -40.191     -40.184     -40.184
      7000.00    5.50   -0.50    0.20       -39.985     -40.160     -40.175     -40.175     -40.177
      7000.00    5.50   -1.00    0.40       -39.963     -40.146     -40.162     -40.165     -40.169
      7000.00    6.00   -0.50    0.20       -39.985     -40.160     -40.176     -40.185     -40.190
      7000.00    6.00   -1.00    0.40       -39.963     -40.144     -40.162     -40.175     -40.182
