!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  MKO filter system
!
!        Teff    Logg   [M/H]   [a/H]             J           H          Ks          L'          M'
      3200.00    5.50   -2.00    0.40       -37.837     -38.217     -38.315     -38.886     -38.870
      3200.00    5.50   -2.50    0.40       -37.831     -38.046     -38.048     -38.756     -38.789
      3200.00    6.00   -0.50    0.20       -37.873     -38.381     -38.631     -39.007     -38.931
      3300.00    0.00    0.00    0.00       -37.623     -38.476     -38.811     -39.011     -38.652
      3300.00    0.50    0.00    0.00       -37.738     -38.640     -38.945     -39.125     -38.825
      3300.00   -0.50    0.00    0.00       -37.457     -38.272     -38.628     -38.849     -38.497
      3300.00    1.00    0.00    0.00       -37.809     -38.721     -39.003     -39.173     -38.890
      3300.00    1.50    0.00    0.00       -37.869     -38.773     -39.031     -39.195     -38.942
      3300.00    2.00    0.00    0.00       -37.904     -38.801     -39.030     -39.190     -39.001
      3300.00    2.00   -1.00    0.40       -37.883     -38.683     -38.886     -39.082     -39.023
      3300.00    2.50    0.00    0.00       -37.941     -38.776     -38.993     -39.172     -39.036
      3300.00    3.00    0.00    0.00       -37.940     -38.698     -38.929     -39.151     -39.060
      3300.00    3.00   -0.50    0.20       -37.941     -38.600     -38.842     -39.106     -39.078
      3300.00    3.00   -1.00    0.40       -37.921     -38.503     -38.764     -39.066     -39.075
      3300.00    3.50    0.00    0.00       -37.940     -38.594     -38.851     -39.128     -39.075
      3300.00    3.50   -0.50    0.20       -37.940     -38.515     -38.780     -39.087     -39.090
      3300.00    4.00    0.00    0.00       -37.940     -38.534     -38.802     -39.111     -39.078
      3300.00    4.00   -0.50    0.20       -37.942     -38.476     -38.751     -39.081     -39.101
      3300.00    4.50    0.00    0.00       -37.942     -38.507     -38.777     -39.102     -39.077
      3300.00    4.50    0.50    0.00       -37.999     -38.575     -38.832     -39.133     -39.085
      3300.00    4.50   -0.50    0.20       -37.945     -38.452     -38.726     -39.067     -39.076
      3300.00    4.50   -1.00    0.40       -37.925     -38.403     -38.683     -39.038     -39.066
      3300.00    4.50   -1.50    0.40       -37.898     -38.405     -38.672     -39.040     -39.065
      3300.00    4.50   -2.00    0.40       -37.877     -38.378     -38.601     -39.019     -39.033
      3300.00    4.50   -2.50    0.40       -37.889     -38.320     -38.465     -38.969     -38.991
      3300.00    5.00    0.00    0.00       -37.937     -38.491     -38.761     -39.096     -39.070
      3300.00    5.00    0.00    0.20       -37.994     -38.472     -38.739     -39.076     -39.076
      3300.00    5.00    0.50    0.00       -37.986     -38.526     -38.789     -39.112     -39.080
      3300.00    5.00   -0.50    0.20       -37.943     -38.446     -38.718     -39.065     -39.066
      3300.00    5.00   -1.00    0.40       -37.940     -38.419     -38.687     -39.043     -39.052
      3300.00    5.00   -1.50    0.40       -37.907     -38.407     -38.648     -39.032     -39.028
      3300.00    5.00   -2.00    0.40       -37.904     -38.374     -38.553     -39.006     -39.005
      3300.00    5.00   -2.50    0.40       -37.906     -38.260     -38.344     -38.915     -38.939
      3300.00    5.50    0.00    0.00       -37.945     -38.499     -38.763     -39.099     -39.049
      3300.00    5.50    0.00    0.20       -37.994     -38.464     -38.730     -39.072     -39.059
      3300.00    5.50    0.50    0.00       -37.981     -38.505     -38.768     -39.102     -39.061
      3300.00    5.50   -0.50    0.20       -37.946     -38.453     -38.716     -39.064     -39.040
      3300.00    5.50   -1.00    0.40       -37.942     -38.429     -38.685     -39.047     -39.048
      3300.00    5.50   -1.50    0.40       -37.925     -38.412     -38.618     -39.028     -39.003
      3300.00    5.50   -2.00    0.40       -37.929     -38.348     -38.473     -38.977     -38.972
      3300.00    5.50   -2.50    0.40       -37.917     -38.186     -38.223     -38.854     -38.892
      3300.00    6.00   -0.50    0.20       -37.961     -38.474     -38.721     -39.070     -39.013
      3400.00    0.00    0.00    0.00       -37.759     -38.579     -38.895     -39.087     -38.730
      3400.00    0.50    0.00    0.00       -37.849     -38.719     -39.009     -39.180     -38.878
      3400.00   -0.50    0.00    0.00       -37.618     -38.325     -38.669     -38.919     -38.572
      3400.00    1.00    0.00    0.00       -37.910     -38.800     -39.071     -39.230     -38.947
      3400.00    1.50    0.00    0.00       -37.957     -38.855     -39.105     -39.256     -38.997
      3400.00    2.00    0.00    0.00       -37.987     -38.889     -39.116     -39.259     -39.061
      3400.00    2.00   -1.00    0.40       -37.947     -38.793     -38.996     -39.162     -39.087
      3400.00    2.50    0.00    0.00       -38.013     -38.897     -39.103     -39.245     -39.095
      3400.00    2.50   -1.00    0.40       -37.957     -38.719     -38.939     -39.152     -39.126
      3400.00    3.00    0.00    0.00       -38.047     -38.837     -39.048     -39.226     -39.107
      3400.00    3.00   -0.50    0.20       -38.003     -38.715     -38.950     -39.181     -39.139
      3400.00    3.00   -1.00    0.40       -38.006     -38.644     -38.885     -39.142     -39.135
      3400.00    3.50    0.00    0.00       -38.031     -38.729     -38.969     -39.206     -39.132
      3400.00    3.50   -0.50    0.20       -38.026     -38.641     -38.891     -39.160     -39.145
      3400.00    4.00    0.00    0.00       -38.037     -38.662     -38.919     -39.193     -39.147
      3400.00    4.00   -0.50    0.20       -38.030     -38.593     -38.853     -39.149     -39.154
      3400.00    4.50    0.00    0.00       -38.034     -38.616     -38.875     -39.170     -39.138
      3400.00    4.50    0.50    0.00       -38.092     -38.699     -38.948     -39.215     -39.158
      3400.00    4.50   -0.50    0.20       -38.032     -38.561     -38.823     -39.135     -39.142
      3400.00    4.50   -1.00    0.40       -38.023     -38.520     -38.783     -39.106     -39.132
      3400.00    4.50   -1.50    0.40       -37.988     -38.505     -38.764     -39.103     -39.129
      3400.00    4.50   -2.00    0.40       -37.972     -38.488     -38.714     -39.089     -39.109
      3400.00    4.50   -2.50    0.40       -37.990     -38.456     -38.623     -39.063     -39.091
      3400.00    5.00    0.00    0.00       -38.026     -38.589     -38.850     -39.159     -39.133
      3400.00    5.00    0.00    0.20       -38.090     -38.591     -38.842     -39.146     -39.137
      3400.00    5.00    0.50    0.00       -38.085     -38.648     -38.898     -39.188     -39.147
      3400.00    5.00   -0.50    0.20       -38.033     -38.548     -38.808     -39.127     -39.128
      3400.00    5.00   -1.00    0.40       -38.023     -38.515     -38.775     -39.105     -39.123
      3400.00    5.00   -1.50    0.40       -37.997     -38.507     -38.747     -39.097     -39.102
      3400.00    5.00   -2.00    0.40       -37.994     -38.484     -38.674     -39.080     -39.090
      3400.00    5.00   -2.50    0.40       -38.002     -38.404     -38.522     -39.018     -39.048
      3400.00    5.50    0.00    0.00       -38.037     -38.593     -38.848     -39.160     -39.118
      3400.00    5.50    0.00    0.20       -38.084     -38.568     -38.820     -39.134     -39.123
      3400.00    5.50    0.50    0.00       -38.083     -38.622     -38.872     -39.175     -39.137
      3400.00    5.50   -0.50    0.20       -38.034     -38.547     -38.801     -39.125     -39.110
      3400.00    5.50   -1.00    0.40       -38.041     -38.532     -38.777     -39.108     -39.102
      3400.00    5.50   -1.50    0.40       -38.012     -38.511     -38.723     -39.094     -39.081
      3400.00    5.50   -2.00    0.40       -38.018     -38.467     -38.613     -39.059     -39.064
      3400.00    5.50   -2.50    0.40       -38.025     -38.352     -38.421     -38.970     -39.011
      3400.00    6.00   -0.50    0.20       -38.048     -38.566     -38.808     -39.131     -39.093
      3400.00    6.00   -1.00    0.40       -38.044     -38.536     -38.765     -39.107     -39.086
      3500.00    0.00    0.00    0.00       -37.885     -38.669     -38.965     -39.151     -38.794
      3500.00    0.50    0.00    0.00       -37.958     -38.797     -39.070     -39.233     -38.934
      3500.00   -0.50    0.00    0.00       -37.755     -38.431     -38.752     -38.995     -38.650
      3500.00    1.00    0.00    0.00       -38.011     -38.874     -39.130     -39.280     -39.001
      3500.00    1.50    0.00    0.00       -38.047     -38.925     -39.164     -39.305     -39.048
      3500.00    2.00    0.00    0.00       -38.070     -38.962     -39.182     -39.314     -39.112
      3500.00    2.00   -1.00    0.40       -38.051     -38.894     -39.087     -39.230     -39.131
      3500.00    2.50    0.00    0.00       -38.092     -38.977     -39.182     -39.308     -39.150
      3500.00    2.50   -1.00    0.40       -38.037     -38.851     -39.053     -39.221     -39.173
      3500.00    3.00    0.00    0.00       -38.124     -38.938     -39.141     -39.295     -39.162
      3500.00    3.00   -0.50    0.20       -38.077     -38.835     -39.054     -39.247     -39.187
      3500.00    3.00   -1.00    0.40       -38.083     -38.775     -38.996     -39.210     -39.188
      3500.00    3.50    0.00    0.00       -38.125     -38.859     -39.080     -39.276     -39.181
      3500.00    3.50   -0.50    0.20       -38.103     -38.758     -38.992     -39.227     -39.196
      3500.00    4.00    0.00    0.00       -38.126     -38.774     -39.014     -39.255     -39.191
      3500.00    4.00   -0.50    0.20       -38.107     -38.698     -38.950     -39.220     -39.214
      3500.00    4.50    0.00    0.00       -38.120     -38.719     -38.968     -39.236     -39.195
      3500.00    4.50    0.50    0.00       -38.179     -38.809     -39.046     -39.283     -39.210
      3500.00    4.50   -0.50    0.20       -38.121     -38.670     -38.920     -39.202     -39.199
      3500.00    4.50   -1.00    0.40       -38.105     -38.622     -38.875     -39.172     -39.194
      3500.00    4.50   -1.50    0.40       -38.079     -38.607     -38.859     -39.167     -39.194
      3500.00    4.50   -2.00    0.40       -38.062     -38.588     -38.816     -39.155     -39.178
      3500.00    4.50   -2.50    0.40       -38.074     -38.561     -38.739     -39.133     -39.164
      3500.00    5.00    0.00    0.00       -38.118     -38.692     -38.943     -39.226     -39.197
      3500.00    5.00    0.00    0.20       -38.177     -38.701     -38.940     -39.214     -39.198
      3500.00    5.00    0.50    0.00       -38.176     -38.757     -38.997     -39.258     -39.203
      3500.00    5.00   -0.50    0.20       -38.122     -38.649     -38.898     -39.191     -39.191
      3500.00    5.00   -1.00    0.40       -38.110     -38.614     -38.865     -39.169     -39.188
      3500.00    5.00   -1.50    0.40       -38.084     -38.602     -38.839     -39.160     -39.170
      3500.00    5.00   -2.00    0.40       -38.084     -38.588     -38.785     -39.149     -39.162
      3500.00    5.00   -2.50    0.40       -38.095     -38.532     -38.672     -39.107     -39.141
      3500.00    5.50    0.00    0.00       -38.127     -38.685     -38.931     -39.219     -39.180
      3500.00    5.50    0.00    0.20       -38.177     -38.677     -38.916     -39.202     -39.188
      3500.00    5.50    0.50    0.00       -38.169     -38.719     -38.961     -39.238     -39.194
      3500.00    5.50   -0.50    0.20       -38.126     -38.645     -38.890     -39.188     -39.177
      3500.00    5.50   -1.00    0.40       -38.120     -38.619     -38.859     -39.167     -39.170
      3500.00    5.50   -1.50    0.40       -38.104     -38.611     -38.825     -39.159     -39.155
      3500.00    5.50   -2.00    0.40       -38.104     -38.575     -38.737     -39.134     -39.149
      3500.00    5.50   -2.50    0.40       -38.108     -38.477     -38.573     -39.060     -39.103
      3500.00    6.00   -0.50    0.20       -38.131     -38.651     -38.888     -39.189     -39.164
      3600.00    0.00    0.00    0.00       -38.008     -38.755     -39.031     -39.212     -38.852
      3600.00    0.50    0.00    0.00       -38.067     -38.870     -39.126     -39.283     -38.986
      3600.00   -0.50    0.00    0.00       -37.880     -38.580     -38.874     -39.076     -38.715
      3600.00    1.00    0.00    0.00       -38.112     -38.941     -39.182     -39.326     -39.048
      3600.00    1.50    0.00    0.00       -38.142     -38.991     -39.216     -39.350     -39.092
      3600.00    2.00    0.00    0.00       -38.155     -39.025     -39.237     -39.359     -39.157
      3600.00    2.00   -1.00    0.40       -38.130     -38.970     -39.162     -39.293     -39.181
      3600.00    2.50    0.00    0.00       -38.171     -39.047     -39.245     -39.360     -39.197
      3600.00    3.00    0.00    0.00       -38.200     -39.025     -39.222     -39.355     -39.210
      3600.00    3.00   -0.50    0.20       -38.159     -38.947     -39.149     -39.307     -39.230
      3600.00    3.00   -1.00    0.40       -38.161     -38.901     -39.101     -39.274     -39.235
      3600.00    3.50    0.00    0.00       -38.205     -38.963     -39.169     -39.334     -39.225
      3600.00    3.50   -0.50    0.20       -38.194     -38.890     -39.102     -39.293     -39.242
      3600.00    4.00    0.00    0.00       -38.202     -38.875     -39.103     -39.315     -39.241
      3600.00    4.00   -0.50    0.20       -38.187     -38.802     -39.042     -39.282     -39.262
      3600.00    4.50    0.00    0.00       -38.210     -38.821     -39.059     -39.300     -39.245
      3600.00    4.50    0.50    0.00       -38.267     -38.916     -39.138     -39.343     -39.251
      3600.00    4.50   -0.50    0.20       -38.204     -38.770     -39.009     -39.265     -39.251
      3600.00    4.50   -1.00    0.40       -38.194     -38.729     -38.972     -39.239     -39.253
      3600.00    4.50   -1.50    0.40       -38.165     -38.703     -38.947     -39.229     -39.251
      3600.00    4.50   -2.00    0.40       -38.153     -38.687     -38.916     -39.220     -39.244
      3600.00    4.50   -2.50    0.40       -38.163     -38.670     -38.861     -39.207     -39.241
      3600.00    5.00    0.00    0.00       -38.203     -38.782     -39.024     -39.283     -39.244
      3600.00    5.00    0.00    0.20       -38.260     -38.803     -39.033     -39.280     -39.254
      3600.00    5.00    0.50    0.00       -38.261     -38.855     -39.086     -39.321     -39.254
      3600.00    5.00   -0.50    0.20       -38.205     -38.744     -38.985     -39.254     -39.250
      3600.00    5.00   -1.00    0.40       -38.191     -38.705     -38.947     -39.227     -39.243
      3600.00    5.00   -1.50    0.40       -38.172     -38.695     -38.929     -39.222     -39.237
      3600.00    5.00   -2.00    0.40       -38.169     -38.682     -38.886     -39.212     -39.230
      3600.00    5.00   -2.50    0.40       -38.181     -38.643     -38.799     -39.184     -39.221
      3600.00    5.50    0.00    0.00       -38.214     -38.773     -39.011     -39.276     -39.235
      3600.00    5.50    0.00    0.20       -38.260     -38.775     -39.007     -39.268     -39.250
      3600.00    5.50    0.50    0.00       -38.254     -38.813     -39.046     -39.299     -39.246
      3600.00    5.50   -0.50    0.20       -38.210     -38.734     -38.971     -39.246     -39.237
      3600.00    5.50   -1.00    0.40       -38.206     -38.711     -38.946     -39.228     -39.237
      3600.00    5.50   -1.50    0.40       -38.186     -38.698     -38.915     -39.220     -39.224
      3600.00    5.50   -2.00    0.40       -38.188     -38.672     -38.846     -39.201     -39.221
      3600.00    5.50   -2.50    0.40       -38.195     -38.600     -38.722     -39.148     -39.196
      3600.00    6.00   -0.50    0.20       -38.216     -38.736     -38.968     -39.246     -39.228
      3700.00    0.00    0.00    0.00       -38.106     -38.815     -39.073     -39.249     -38.894
      3700.00    0.50    0.00    0.00       -38.165     -38.929     -39.168     -39.320     -39.023
      3700.00   -0.50    0.00    0.00       -37.988     -38.645     -38.920     -39.117     -38.752
      3700.00    1.00    0.00    0.00       -38.202     -38.996     -39.221     -39.360     -39.084
      3700.00    1.50    0.00    0.00       -38.228     -39.046     -39.257     -39.385     -39.130
      3700.00    2.00    0.00    0.00       -38.238     -39.081     -39.281     -39.396     -39.195
      3700.00    2.00   -1.00    0.40       -38.212     -39.051     -39.231     -39.346     -39.229
      3700.00    2.50    0.00    0.00       -38.253     -39.105     -39.294     -39.401     -39.237
      3700.00    2.50   -1.00    0.40       -38.225     -39.049     -39.227     -39.342     -39.260
      3700.00    3.00    0.00    0.00       -38.270     -39.117     -39.295     -39.399     -39.248
      3700.00    3.00   -0.50    0.20       -38.242     -39.038     -39.227     -39.359     -39.272
      3700.00    3.00   -1.00    0.40       -38.236     -39.008     -39.193     -39.333     -39.280
      3700.00    3.50    0.00    0.00       -38.294     -39.063     -39.251     -39.389     -39.262
      3700.00    3.50   -0.50    0.20       -38.271     -38.997     -39.190     -39.348     -39.282
      3700.00    4.00    0.00    0.00       -38.290     -38.984     -39.192     -39.371     -39.281
      3700.00    4.00   -0.50    0.20       -38.274     -38.910     -39.132     -39.340     -39.305
      3700.00    4.50    0.00    0.00       -38.283     -38.904     -39.130     -39.349     -39.284
      3700.00    4.50    0.50    0.00       -38.355     -39.015     -39.221     -39.398     -39.289
      3700.00    4.50   -0.50    0.20       -38.281     -38.861     -39.091     -39.322     -39.299
      3700.00    4.50   -1.00    0.40       -38.269     -38.821     -39.056     -39.300     -39.307
      3700.00    4.50   -1.50    0.40       -38.252     -38.800     -39.039     -39.294     -39.315
      3700.00    4.50   -2.00    0.40       -38.242     -38.785     -39.014     -39.286     -39.314
      3700.00    4.50   -2.50    0.40       -38.245     -38.765     -38.964     -39.271     -39.307
      3700.00    5.00    0.00    0.00       -38.284     -38.868     -39.102     -39.340     -39.296
      3700.00    5.00    0.00    0.20       -38.332     -38.892     -39.116     -39.341     -39.308
      3700.00    5.00    0.50    0.00       -38.343     -38.946     -39.166     -39.377     -39.299
      3700.00    5.00   -0.50    0.20       -38.290     -38.837     -39.070     -39.314     -39.302
      3700.00    5.00   -1.00    0.40       -38.276     -38.801     -39.035     -39.289     -39.302
      3700.00    5.00   -1.50    0.40       -38.253     -38.781     -39.012     -39.280     -39.297
      3700.00    5.00   -2.00    0.40       -38.241     -38.759     -38.967     -39.264     -39.285
      3700.00    5.00   -2.50    0.40       -38.261     -38.742     -38.912     -39.252     -39.292
      3700.00    5.50    0.00    0.00       -38.298     -38.856     -39.087     -39.332     -39.289
      3700.00    5.50    0.00    0.20       -38.337     -38.864     -39.088     -39.327     -39.304
      3700.00    5.50    0.50    0.00       -38.341     -38.906     -39.130     -39.360     -39.299
      3700.00    5.50   -0.50    0.20       -38.292     -38.820     -39.051     -39.304     -39.294
      3700.00    5.50   -1.00    0.40       -38.281     -38.791     -39.021     -39.282     -39.294
      3700.00    5.50   -1.50    0.40       -38.269     -38.782     -38.999     -39.277     -39.287
      3700.00    5.50   -2.00    0.40       -38.270     -38.764     -38.946     -39.263     -39.288
      3700.00    5.50   -2.50    0.40       -38.274     -38.707     -38.848     -39.225     -39.277
      3700.00    6.00   -0.50    0.20       -38.298     -38.818     -39.044     -39.301     -39.288
      3800.00    0.00    0.00    0.00       -38.206     -38.875     -39.114     -39.287     -38.928
      3800.00    0.50    0.00    0.00       -38.257     -38.983     -39.206     -39.354     -39.060
      3800.00   -0.50    0.00    0.00       -38.081     -38.703     -38.959     -39.153     -38.796
      3800.00    1.00    0.00    0.00       -38.294     -39.051     -39.261     -39.396     -39.122
      3800.00    1.50    0.00    0.00       -38.316     -39.099     -39.296     -39.419     -39.165
      3800.00    2.00    0.00    0.00       -38.323     -39.133     -39.321     -39.430     -39.231
      3800.00    2.50    0.00    0.00       -38.332     -39.158     -39.337     -39.436     -39.274
      3800.00    2.50   -1.00    0.40       -38.306     -39.112     -39.285     -39.392     -39.305
      3800.00    3.00    0.00    0.00       -38.348     -39.172     -39.343     -39.439     -39.287
      3800.00    3.00   -0.50    0.20       -38.348     -39.138     -39.309     -39.415     -39.303
      3800.00    3.00   -1.00    0.40       -38.327     -39.084     -39.260     -39.387     -39.325
      3800.00    3.50    0.00    0.00       -38.368     -39.137     -39.315     -39.435     -39.300
      3800.00    3.50   -0.50    0.20       -38.364     -39.107     -39.281     -39.406     -39.324
      3800.00    4.00    0.00    0.00       -38.368     -39.076     -39.267     -39.419     -39.318
      3800.00    4.00   -0.50    0.20       -38.340     -38.998     -39.207     -39.390     -39.350
      3800.00    4.50    0.00    0.00       -38.365     -39.001     -39.212     -39.403     -39.330
      3800.00    4.50    0.50    0.00       -38.434     -39.101     -39.294     -39.447     -39.327
      3800.00    4.50   -0.50    0.20       -38.356     -38.949     -39.167     -39.375     -39.343
      3800.00    4.50   -1.00    0.40       -38.350     -38.915     -39.139     -39.357     -39.355
      3800.00    4.50   -1.50    0.40       -38.329     -38.885     -39.117     -39.353     -39.372
      3800.00    4.50   -2.00    0.40       -38.325     -38.871     -39.096     -39.342     -39.367
      3800.00    4.50   -2.50    0.40       -38.327     -38.853     -39.058     -39.330     -39.366
      3800.00    5.00    0.00    0.00       -38.369     -38.955     -39.176     -39.392     -39.338
      3800.00    5.00    0.00    0.20       -38.401     -38.974     -39.188     -39.394     -39.353
      3800.00    5.00    0.50    0.00       -38.415     -39.026     -39.235     -39.425     -39.340
      3800.00    5.00   -0.50    0.20       -38.365     -38.918     -39.142     -39.366     -39.347
      3800.00    5.00   -1.00    0.40       -38.357     -38.889     -39.116     -39.348     -39.355
      3800.00    5.00   -1.50    0.40       -38.338     -38.867     -39.092     -39.336     -39.351
      3800.00    5.00   -2.00    0.40       -38.333     -38.857     -39.070     -39.333     -39.363
      3800.00    5.00   -2.50    0.40       -38.341     -38.833     -39.014     -39.314     -39.355
      3800.00    5.50    0.00    0.00       -38.375     -38.931     -39.155     -39.382     -39.336
      3800.00    5.50    0.00    0.20       -38.407     -38.942     -39.161     -39.381     -39.353
      3800.00    5.50    0.50    0.00       -38.415     -38.982     -39.198     -39.409     -39.342
      3800.00    5.50   -0.50    0.20       -38.371     -38.901     -39.124     -39.358     -39.344
      3800.00    5.50   -1.00    0.40       -38.363     -38.876     -39.099     -39.339     -39.349
      3800.00    5.50   -1.50    0.40       -38.350     -38.863     -39.078     -39.332     -39.346
      3800.00    5.50   -2.00    0.40       -38.351     -38.849     -39.039     -39.322     -39.349
      3800.00    5.50   -2.50    0.40       -38.354     -38.807     -38.962     -39.294     -39.346
      3800.00    6.00   -0.50    0.20       -38.377     -38.893     -39.114     -39.353     -39.341
      3900.00    0.00    0.00    0.00       -38.303     -38.934     -39.155     -39.324     -38.962
      3900.00    0.50    0.00    0.00       -38.356     -39.040     -39.246     -39.391     -39.091
      3900.00   -0.50    0.00    0.00       -38.186     -38.728     -38.976     -39.194     -38.836
      3900.00    1.00    0.00    0.00       -38.388     -39.104     -39.298     -39.429     -39.151
      3900.00    1.50    0.00    0.00       -38.406     -39.150     -39.333     -39.452     -39.196
      3900.00    2.00    0.00    0.00       -38.408     -39.183     -39.358     -39.462     -39.266
      3900.00    2.50    0.00    0.00       -38.415     -39.207     -39.375     -39.469     -39.309
      3900.00    3.00    0.00    0.00       -38.427     -39.222     -39.384     -39.473     -39.324
      3900.00    3.00   -0.50    0.20       -38.420     -39.198     -39.360     -39.456     -39.343
      3900.00    3.00   -1.00    0.40       -38.413     -39.164     -39.330     -39.440     -39.362
      3900.00    3.50    0.00    0.00       -38.441     -39.231     -39.388     -39.474     -39.333
      3900.00    3.50   -0.50    0.20       -38.439     -39.181     -39.345     -39.453     -39.361
      3900.00    4.00    0.00    0.00       -38.457     -39.167     -39.339     -39.463     -39.344
      3900.00    4.00   -0.50    0.20       -38.411     -39.091     -39.281     -39.435     -39.387
      3900.00    4.50    0.00    0.00       -38.442     -39.089     -39.283     -39.448     -39.366
      3900.00    4.50    0.50    0.00       -38.518     -39.180     -39.359     -39.492     -39.362
      3900.00    4.50   -0.50    0.20       -38.438     -39.047     -39.247     -39.427     -39.385
      3900.00    4.50   -1.00    0.40       -38.424     -39.006     -39.218     -39.414     -39.408
      3900.00    4.50   -1.50    0.40       -38.420     -38.982     -39.200     -39.410     -39.421
      3900.00    4.50   -2.00    0.40       -38.410     -38.959     -39.177     -39.399     -39.421
      3900.00    4.50   -2.50    0.40       -38.405     -38.938     -39.146     -39.388     -39.427
      3900.00    5.00    0.00    0.00       -38.444     -39.034     -39.242     -39.437     -39.376
      3900.00    5.00    0.00    0.20       -38.486     -39.068     -39.266     -39.445     -39.391
      3900.00    5.00    0.50    0.00       -38.504     -39.119     -39.310     -39.473     -39.371
      3900.00    5.00   -0.50    0.20       -38.443     -39.002     -39.214     -39.418     -39.391
      3900.00    5.00   -1.00    0.40       -38.439     -38.979     -39.196     -39.406     -39.409
      3900.00    5.00   -1.50    0.40       -38.416     -38.950     -39.169     -39.393     -39.409
      3900.00    5.00   -2.00    0.40       -38.419     -38.944     -39.155     -39.390     -39.419
      3900.00    5.00   -2.50    0.40       -38.419     -38.919     -39.108     -39.374     -39.416
      3900.00    5.50    0.00    0.00       -38.457     -39.010     -39.224     -39.432     -39.381
      3900.00    5.50    0.00    0.20       -38.480     -39.019     -39.228     -39.429     -39.393
      3900.00    5.50    0.50    0.00       -38.498     -39.065     -39.270     -39.460     -39.385
      3900.00    5.50   -0.50    0.20       -38.446     -38.977     -39.194     -39.409     -39.393
      3900.00    5.50   -1.00    0.40       -38.443     -38.959     -39.175     -39.396     -39.404
      3900.00    5.50   -1.50    0.40       -38.416     -38.931     -39.145     -39.380     -39.401
      3900.00    5.50   -2.00    0.40       -38.431     -38.932     -39.127     -39.380     -39.411
      3900.00    5.50   -2.50    0.40       -38.429     -38.894     -39.060     -39.355     -39.406
      3900.00    6.00   -0.50    0.20       -38.453     -38.967     -39.182     -39.404     -39.393
      4000.00    0.00    0.00    0.00       -38.396     -38.991     -39.195     -39.360     -38.999
      4000.00    0.50    0.00    0.00       -38.446     -39.092     -39.284     -39.425     -39.130
      4000.00   -0.50    0.00    0.00       -38.275     -38.826     -39.044     -39.228     -38.874
      4000.00    1.00    0.00    0.00       -38.477     -39.156     -39.336     -39.464     -39.191
      4000.00    1.50    0.00    0.00       -38.493     -39.200     -39.370     -39.485     -39.232
      4000.00    2.00    0.00    0.00       -38.496     -39.232     -39.395     -39.495     -39.300
      4000.00    2.00   -1.00    0.40       -38.458     -39.210     -39.363     -39.464     -39.351
      4000.00    2.50    0.00    0.00       -38.497     -39.253     -39.411     -39.500     -39.345
      4000.00    2.50   -1.00    0.40       -38.423     -39.200     -39.359     -39.455     -39.375
      4000.00    3.00    0.00    0.00       -38.505     -39.268     -39.420     -39.504     -39.357
      4000.00    3.00   -0.50    0.20       -38.498     -39.245     -39.399     -39.492     -39.382
      4000.00    3.00   -1.00    0.40       -38.488     -39.232     -39.388     -39.481     -39.401
      4000.00    3.50    0.00    0.00       -38.517     -39.281     -39.428     -39.508     -39.369
      4000.00    3.50   -0.50    0.20       -38.516     -39.260     -39.410     -39.494     -39.391
      4000.00    4.00    0.00    0.00       -38.527     -39.238     -39.397     -39.504     -39.379
      4000.00    4.00   -0.50    0.20       -38.505     -39.192     -39.359     -39.482     -39.423
      4000.00    4.50    0.00    0.00       -38.531     -39.187     -39.358     -39.493     -39.395
      4000.00    4.50    0.50    0.00       -38.590     -39.246     -39.413     -39.530     -39.395
      4000.00    4.50   -0.50    0.20       -38.516     -39.141     -39.321     -39.473     -39.420
      4000.00    4.50   -1.00    0.40       -38.499     -39.096     -39.290     -39.460     -39.446
      4000.00    4.50   -1.50    0.40       -38.499     -39.069     -39.272     -39.458     -39.465
      4000.00    4.50   -2.00    0.40       -38.492     -39.044     -39.251     -39.450     -39.470
      4000.00    4.50   -2.50    0.40       -38.486     -39.017     -39.221     -39.439     -39.476
      4000.00    5.00    0.00    0.00       -38.531     -39.126     -39.316     -39.484     -39.412
      4000.00    5.00    0.00    0.20       -38.560     -39.150     -39.333     -39.488     -39.424
      4000.00    5.00    0.50    0.00       -38.579     -39.193     -39.372     -39.515     -39.407
      4000.00    5.00   -0.50    0.20       -38.525     -39.089     -39.285     -39.465     -39.428
      4000.00    5.00   -1.00    0.40       -38.517     -39.063     -39.267     -39.457     -39.454
      4000.00    5.00   -1.50    0.40       -38.498     -39.032     -39.242     -39.445     -39.459
      4000.00    5.00   -2.00    0.40       -38.492     -39.016     -39.222     -39.437     -39.464
      4000.00    5.00   -2.50    0.40       -38.497     -39.000     -39.192     -39.428     -39.470
      4000.00    5.50    0.00    0.00       -38.533     -39.084     -39.285     -39.476     -39.419
      4000.00    5.50    0.00    0.20       -38.554     -39.097     -39.296     -39.478     -39.437
      4000.00    5.50    0.50    0.00       -38.570     -39.138     -39.330     -39.501     -39.419
      4000.00    5.50   -0.50    0.20       -38.526     -39.055     -39.261     -39.458     -39.435
